02;00;36;13;86
04;00;36;15;80
07;00;36;18;45
11;00;36;24;74
13;00;36;25;64
09;00;36;29;92
08;00;36;31;76
12;00;36;52;92
06;00;37;05;10
05;00;37;10;19
14;00;37;17;71
03;00;37;24;92
01;00;37;25;77
10;00;37;29;38
15;00;37;36;21
04;00;37;51;35
07;00;37;55;77
11;00;37;58;03
09;00;38;00;52
02;00;38;03;95
08;00;38;16;86
13;00;38;18;00
12;00;38;36;20
06;00;38;48;42
03;00;39;00;30
05;00;39;01;68
01;00;39;04;91
14;00;39;09;53
10;00;39;12;09
15;00;39;17;24
11;00;39;31;73
02;00;39;41;23
07;00;39;42;39
09;00;39;48;65
04;00;39;50;39
08;00;40;05;02
13;00;40;06;38
12;00;40;10;10
06;00;40;30;13
03;00;40;40;97
05;00;40;42;95
01;00;40;48;39
14;00;40;49;04
10;00;41;07;01
07;00;41;10;20
11;00;41;12;35
15;00;41;13;67
02;00;41;29;49
04;00;41;31;06
09;00;41;38;27
13;00;41;52;27
08;00;41;59;23
12;00;42;04;18
14;00;42;21;78
03;00;42;25;60
05;00;42;27;52
06;00;42;32;43
01;00;42;41;92
15;00;42;45;10
11;00;42;49;66
10;00;42;53;29
02;00;42;59;43
07;00;43;02;09
04;00;43;14;75
09;00;43;25;62
13;00;43;28;75
08;00;43;48;23
12;00;43;53;67
14;00;44;08;18
05;00;44;09;01
06;00;44;13;28
03;00;44;15;99
15;00;44;16;72
01;00;44;17;47
10;00;44;31;50
11;00;44;35;02
07;00;44;36;25
02;00;44;43;00
09;00;45;06;68
04;00;45;20;30
13;00;45;31;33
05;00;45;33;39
06;00;45;44;69
01;00;45;47;83
08;00;45;53;04
14;00;45;54;14
03;00;45;55;41
12;00;45;57;61
15;00;46;06;73
11;00;46;11;99
07;00;46;16;27
10;00;46;17;68
02;00;46;18;97
04;00;46;49;57
09;00;46;51;35
05;00;46;59;78
01;00;47;17;92
06;00;47;18;50
13;00;47;20;81
14;00;47;28;95
03;00;47;39;62
15;00;47;40;62
08;00;47;41;95
11;00;47;44;77
07;00;47;49;79
12;00;47;52;15
02;00;47;59;91
10;00;48;01;26
04;00;48;22;33
09;00;48;38;06
05;00;48;40;34
06;00;49;06;68
14;00;49;11;49
13;00;49;12;59
08;00;49;13;60
11;00;49;15;72
03;00;49;23;02
01;00;49;23;66
07;00;49;33;15
15;00;49;35;32
12;00;49;43;05
04;00;49;57;42
10;00;49;58;56
02;00;50;01;61
09;00;50;23;61
05;00;50;33;31
14;00;50;46;86
08;00;50;48;84
06;00;50;51;07
13;00;50;52;58
11;00;50;53;65
03;00;51;07;44
15;00;51;12;68
01;00;51;14;04
07;00;51;18;98
04;00;51;31;83
12;00;51;39;04
10;00;51;40;24
02;00;52;06;79
14;00;52;12;35
05;00;52;14;69
08;00;52;16;80
09;00;52;22;36
11;00;52;33;02
13;00;52;35;30
06;00;52;38;10
03;00;52;43;47
07;00;52;50;70
01;00;52;55;10
15;00;53;01;91
12;00;53;13;66
04;00;53;16;66
10;00;53;43;99
09;00;53;51;04
08;00;53;53;61
02;00;53;54;81
05;00;53;57;72
14;00;53;58;30
03;00;54;19;02
06;00;54;22;54
13;00;54;23;99
11;00;54;30;24
07;00;54;31;63
15;00;54;40;76
12;00;54;46;91
04;00;54;57;98
01;00;55;00;74
10;00;55;26;61
08;00;55;29;71
09;00;55;31;97
05;00;55;42;89
02;00;55;43;76
14;00;55;49;87
13;00;56;02;92
11;00;56;07;87
07;00;56;11;35
03;00;56;12;41
06;00;56;18;98
15;00;56;19;69
12;00;56;31;95
01;00;56;43;67
09;00;57;04;27
08;00;57;04;86
10;00;57;10;01
04;00;57;11;00
14;00;57;27;87
05;00;57;29;21
13;00;57;49;23
11;00;57;51;09
07;00;57;53;57
03;00;58;01;87
02;00;58;03;79
06;00;58;04;84
12;00;58;13;22
15;00;58;15;38
01;00;58;21;38
04;00;58;47;32
10;00;58;50;77
08;00;58;58;33
05;00;58;59;15
09;00;59;07;10
14;00;59;07;76
11;00;59;26;01
13;00;59;39;39
06;00;59;40;03
03;00;59;48;37
07;00;59;51;28
01;01;00;00;32
02;01;00;06;23
12;01;00;13;10
15;01;00;14;58
04;01;00;35;53
08;01;00;36;25
10;01;00;37;62
14;01;00;45;30
05;01;00;49;21
09;01;00;51;62
11;01;01;07;42
07;01;01;27;27
13;01;01;31;55
06;01;01;34;06
03;01;01;34;76
01;01;01;41;81
02;01;01;47;05
12;01;01;53;41
15;01;01;57;67
10;01;02;01;77
04;01;02;07;14
08;01;02;10;79
05;01;02;16;52
14;01;02;19;02
11;01;02;53;86
13;01;03;02;01
09;01;03;03;41
03;01;03;10;08
07;01;03;16;80
01;01;03;20;38
06;01;03;26;99
02;01;03;30;40
15;01;03;37;15
08;01;03;46;13
12;01;03;56;38
05;01;03;56;96
10;01;03;58;23
04;01;04;01;63
14;01;04;02;70
11;01;04;35;15
09;01;05;00;49
01;01;05;02;83
03;01;05;03;68
13;01;05;04;97
07;01;05;06;80
15;01;05;14;09
02;01;05;19;43
06;01;05;20;60
04;01;05;29;39
10;01;05;34;80
08;01;05;36;42
05;01;05;42;68
12;01;05;44;56
14;01;05;54;92
11;01;06;22;98
01;01;06;38;51
15;01;06;44;63
03;01;06;45;44
13;01;06;53;56
02;01;06;58;75
09;01;06;59;33
06;01;07;01;00
07;01;07;03;96
04;01;07;05;89
10;01;07;19;83
08;01;07;27;02
12;01;07;28;33
05;01;07;30;55
14;01;07;58;96
11;01;08;07;52
03;01;08;17;14
01;01;08;17;85
15;01;08;32;41
02;01;08;34;87
06;01;08;37;84
07;01;08;42;80
09;01;08;44;12
04;01;08;45;21
13;01;08;50;05
10;01;08;53;18
12;01;09;08;53
05;01;09;10;28
14;01;09;39;62
08;01;09;46;55
11;01;10;00;89
03;01;10;04;90
15;01;10;11;86
01;01;10;17;90
06;01;10;21;08
02;01;10;23;78
04;01;10;31;95
09;01;10;34;69
13;01;10;37;38
07;01;10;39;98
10;01;10;41;22
05;01;10;54;43
12;01;10;54;98
14;01;11;31;66
11;01;11;40;72
03;01;11;44;16
08;01;11;45;25
02;01;11;49;16
15;01;11;59;51
01;01;12;04;44
13;01;12;08;13
09;01;12;16;61
10;01;12;17;28
04;01;12;20;47
05;01;12;27;32
06;01;12;29;69
07;01;12;34;09
12;01;12;35;90
14;01;13;08;09
11;01;13;24;21
03;01;13;32;73
08;01;13;33;74
02;01;13;36;36
01;01;13;42;15
15;01;13;47;33
13;01;13;49;28
10;01;13;50;09
09;01;13;52;16
06;01;14;10;00
05;01;14;11;45
04;01;14;14;02
07;01;14;18;18
12;01;14;20;22
14;01;14;45;12
03;01;15;00;91
02;01;15;17;29
08;01;15;18;60
11;01;15;19;53
01;01;15;27;46
13;01;15;31;98
09;01;15;36;58
10;01;15;38;91
15;01;15;43;15
05;01;15;51;56
06;01;15;57;08
04;01;16;02;70
07;01;16;06;88
12;01;16;07;39
03;01;16;43;62
14;01;16;49;70
11;01;16;51;77
01;01;17;00;22
02;01;17;07;27
09;01;17;09;58
08;01;17;17;83
10;01;17;19;59
13;01;17;20;97
06;01;17;33;70
07;01;17;37;04
15;01;17;37;75
04;01;17;39;05
12;01;17;40;65
05;01;17;44;57
03;01;18;24;76
14;01;18;27;59
01;01;18;41;90
11;01;18;46;54
08;01;18;54;02
10;01;18;56;40
02;01;19;00;65
09;01;19;06;43
06;01;19;13;53
12;01;19;19;19
15;01;19;19;86
07;01;19;27;61
13;01;19;28;52
04;01;19;29;12
05;01;19;32;20
03;01;20;04;53
14;01;20;08;17
08;01;20;26;56
10;01;20;30;49
01;01;20;32;08
11;01;20;32;59
02;01;20;36;83
06;01;20;43;75
12;01;20;47;23
15;01;20;55;19
07;01;20;58;99
13;01;21;07;03
04;01;21;08;99
09;01;21;10;95
05;01;21;20;33
03;01;21;42;61
14;01;22;00;92
11;01;22;06;70
02;01;22;13;92
12;01;22;16;36
10;01;22;17;62
06;01;22;24;20
01;01;22;27;88
15;01;22;33;40
08;01;22;41;30
07;01;22;44;22
09;01;22;50;12
13;01;22;54;96
05;01;23;08;93
03;01;23;15;48
04;01;23;19;12
11;01;23;36;90
14;01;23;50;32
02;01;23;51;10
12;01;23;55;05
10;01;23;57;81
15;01;24;04;45
06;01;24;08;01
01;01;24;12;43
07;01;24;18;36
09;01;24;19;93
13;01;24;21;17
08;01;24;24;69
05;01;24;33;94
03;01;24;37;23
04;01;24;50;46
